mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_poly__degree,param_regressor_switcher__alpha,param_regressor_switcher__model,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.36670312881469724,0.01452312638347757,0.002636241912841797,0.0002043595445709536,0.9124772487069893,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9124772487069893, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.5009994879422519,0.5173284213581413,0.6346783451425273,0.5576807309111718,0.580448081365925,0.5582270133440035,0.047511187971536584,14
0.30869598388671876,0.012323612904630183,0.0018934249877929688,0.00014316559028473022,0.910045120394174,4,0.001,ols,"OrderedDict({'pca__n_components': 0.910045120394174, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.5009994879422519,0.5173284213581413,0.6346783451425273,0.5576807309111718,0.580448081365925,0.5582270133440035,0.047511187971536584,14
0.33562359809875486,0.005093009333401769,0.002554464340209961,0.00021726379631097884,0.9109228848444683,4,0.004572881025349714,ols,"OrderedDict({'pca__n_components': 0.9109228848444683, 'poly__degree': 4, 'regressor_switcher__alpha': 0.004572881025349714, 'regressor_switcher__model': 'ols'})",0.5009994879422519,0.5173284213581413,0.6346783451425273,0.5576807309111718,0.580448081365925,0.5582270133440035,0.047511187971536584,14
0.3065976142883301,0.00944837871912492,0.001952791213989258,0.00019071570538628534,0.9118600479896938,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9118600479896938, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4905184647712859,0.5173284213581413,0.6346783451425273,0.5596130527626897,0.5816309926231296,0.5567538553315547,0.05028074161890966,17
0.37730965614318845,0.006867418914607819,0.0026561737060546873,7.019674619987816e-05,0.9119106237290847,4,1000.0,ols,"OrderedDict({'pca__n_components': 0.9119106237290847, 'poly__degree': 4, 'regressor_switcher__alpha': 1000.0, 'regressor_switcher__model': 'ols'})",0.4905184647712859,0.5173284213581413,0.6346783451425273,0.5596130527626897,0.5816309926231296,0.5567538553315547,0.05028074161890966,17
0.30066070556640623,0.007266191325413286,0.001664113998413086,0.00011309773254113626,0.9136578869042865,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9136578869042865, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4905184647712859,0.5173284213581413,0.6346783451425273,0.5596130527626897,0.580448081365925,0.5565172730801139,0.05016578399760788,19
0.3655094146728516,0.012255312464950378,0.002738332748413086,0.0006151884913128048,0.9118467436266684,4,0.0024205156974625654,ridge,"OrderedDict({'pca__n_components': 0.9118467436266684, 'poly__degree': 4, 'regressor_switcher__alpha': 0.0024205156974625654, 'regressor_switcher__model': 'ridge'})",0.4905184650135761,0.5173284441380539,0.6346783101024098,0.5576807129180611,0.5816310248713116,0.5563673914086824,0.05026469235390524,20
0.29967122077941893,0.005315981408339297,0.0018029212951660156,0.00022461100399875263,0.9111379371399694,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9111379371399694, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4905184647712859,0.5173284213581413,0.6346783451425273,0.5576807309111718,0.5816309926231296,0.5563673909612512,0.050264703726531766,21
0.34325108528137205,0.006621794510255581,0.0028833866119384764,0.0005393342642217309,0.9115363514997125,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9115363514997125, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.5009994879422519,0.5173284213581413,0.6346783451425273,0.5408659770719875,0.5816309926231296,0.5551006448276075,0.048151368723716656,22
0.34311952590942385,0.006509850890665877,0.0024453163146972655,0.0001707351784997901,0.9097662185896473,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9097662185896473, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4708560298325263,0.5173284213581413,0.6346783451425273,0.5596130527626897,0.580448081365925,0.552584786092362,0.0556555712349914,23
0.43021788597106936,0.015253572281957024,0.002552223205566406,0.0003355060740407949,0.9046759053808804,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9046759053808804, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.5009994879422519,0.509585815411838,0.6346783451425273,0.5368116582612723,0.580448081365925,0.552504677624763,0.0495468053472432,24
0.3595724105834961,0.006434407708683355,0.002617502212524414,0.0002061944772931603,0.913643622624479,4,0.001,ols,"OrderedDict({'pca__n_components': 0.913643622624479, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4708560298325263,0.5173284213581413,0.6346783451425273,0.5576807309111718,0.5816309926231296,0.5524349039734993,0.05573417575554805,25
0.3613997459411621,0.006352427049435076,0.0028698921203613283,0.0005454865033357961,0.906064191692891,4,0.001,ridge,"OrderedDict({'pca__n_components': 0.906064191692891, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ridge'})",0.5009994840218458,0.5095858226299774,0.6346783306662354,0.5596130443221221,0.5556512986047664,0.5521055960489895,0.047554087324840975,26
0.4032772064208984,0.0061329039088222695,0.0022582530975341795,9.501384513520942e-05,0.9125061820047032,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9125061820047032, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4905184647712859,0.5173284213581413,0.6346783451425273,0.5576807309111718,0.5556512773528218,0.5511714479071896,0.04870313405160893,27
0.30271363258361816,0.006070884394878162,0.0022478580474853517,0.0003331824499726216,0.9109057221145852,4,0.14327332815830657,ols,"OrderedDict({'pca__n_components': 0.9109057221145852, 'poly__degree': 4, 'regressor_switcher__alpha': 0.14327332815830657, 'regressor_switcher__model': 'ols'})",0.4905184647712859,0.5159179317348945,0.6019691150391273,0.5576807309111718,0.580448081365925,0.549306864764481,0.040949008369591415,28
0.31308374404907224,0.005944535886527789,0.0024003028869628907,0.0005980018888416906,0.9122320614226347,4,0.001,ridge,"OrderedDict({'pca__n_components': 0.9122320614226347, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ridge'})",0.4708560406250586,0.51732843076934,0.6346783306662354,0.5596130443221221,0.5556512986047664,0.5476254289975044,0.05403290161704503,29
0.3356620311737061,0.004979258715002697,0.0027390003204345705,0.00017961433564851734,0.9,4,656.2479041277273,ols,"OrderedDict({'pca__n_components': 0.9, 'poly__degree': 4, 'regressor_switcher__alpha': 656.2479041277273, 'regressor_switcher__model': 'ols'})",0.4708560298325263,0.509585815411838,0.6057890300896471,0.5368116582612723,0.5672406178539204,0.5380566302898409,0.04640569161164221,30
0.3458865642547607,0.013372539554052907,0.0025579452514648436,0.00012509597238651398,0.9,4,0.001,ols,"OrderedDict({'pca__n_components': 0.9, 'poly__degree': 4, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.4708560298325263,0.509585815411838,0.6057890300896471,0.5368116582612723,0.5658842413261136,0.5377853549842795,0.04623795826842466,31
0.2962897777557373,0.007740175629356919,0.0022124767303466795,0.00012690350661562859,0.9,4,466.1785431448439,ols,"OrderedDict({'pca__n_components': 0.9, 'poly__degree': 4, 'regressor_switcher__alpha': 466.1785431448439, 'regressor_switcher__model': 'ols'})",0.4708560298325263,0.5077672348540909,0.6057890300896471,0.5341929484904852,0.5672406178539204,0.537169172224134,0.04665563506892332,32
0.5409316062927246,0.020201266912105515,0.005724859237670898,0.0015249260624471172,0.9346117524566585,6,1.2808211668047582,lasso,"OrderedDict({'pca__n_components': 0.9346117524566585, 'poly__degree': 6, 'regressor_switcher__alpha': 1.2808211668047582, 'regressor_switcher__model': 'lasso'})",0.3748002445695363,0.4561505318557205,0.43272583157255173,0.42554710224991976,0.5244065711245975,0.44272605627446515,0.04870515353030739,33
0.5955352783203125,0.007511691236119741,0.005075502395629883,0.0011390548001460343,0.9696420086760994,6,1.4224151667611475,lasso,"OrderedDict({'pca__n_components': 0.9696420086760994, 'poly__degree': 6, 'regressor_switcher__alpha': 1.4224151667611475, 'regressor_switcher__model': 'lasso'})",0.36441429289636285,0.43525702156971124,0.44749706412295553,0.4271484821088112,0.5296500822857009,0.44079338859670836,0.05289811409081474,34
0.72153639793396,0.01784248919666642,0.0072113037109375,0.0032628728615086296,0.9719598097446456,6,1.4445128939086596,lasso,"OrderedDict({'pca__n_components': 0.9719598097446456, 'poly__degree': 6, 'regressor_switcher__alpha': 1.4445128939086596, 'regressor_switcher__model': 'lasso'})",0.3622133693706975,0.43334006330238983,0.4487934901465641,0.42700168680434036,0.529886621369533,0.44024704619870497,0.05370418199446709,35
0.6309181213378906,0.009931090513307579,0.005417728424072265,0.0010950368507372061,0.9670620105233981,6,1.0338709888864872,lasso,"OrderedDict({'pca__n_components': 0.9670620105233981, 'poly__degree': 6, 'regressor_switcher__alpha': 1.0338709888864872, 'regressor_switcher__model': 'lasso'})",0.3775275526324088,0.4811614079038644,0.38020323836808156,0.41223088087062865,0.5138299084724677,0.4329905976494902,0.055043694712667596,36
0.4421840190887451,0.00828525479059538,0.0030510425567626953,0.0003466010206440656,0.9301786323436226,5,0.001,ols,"OrderedDict({'pca__n_components': 0.9301786323436226, 'poly__degree': 5, 'regressor_switcher__alpha': 0.001, 'regressor_switcher__model': 'ols'})",0.33828159800322377,0.5020302220178009,-0.30129920861176385,0.34006556515260633,0.2544107428484317,0.22669778388205977,0.27592027293078675,37
0.5949194431304932,0.04856006230225176,0.002917957305908203,0.00044110755280100564,0.9731156389521627,5,3.875095991685451,lasso,"OrderedDict({'pca__n_components': 0.9731156389521627, 'poly__degree': 5, 'regressor_switcher__alpha': 3.875095991685451, 'regressor_switcher__model': 'lasso'})",0.16308561034054148,0.17393143357869856,0.20271642744359897,0.16817144441897003,0.25542563126514484,0.19266610940939077,0.03425127469974764,38
0.535874891281128,0.014188146501843758,0.0032641410827636717,0.0003487214951861537,0.9046844198503232,6,43.53409590074325,ols,"OrderedDict({'pca__n_components': 0.9046844198503232, 'poly__degree': 6, 'regressor_switcher__alpha': 43.53409590074325, 'regressor_switcher__model': 'ols'})",0.284872049741161,0.377347661212187,-0.2090025412809049,0.22413731593416808,0.25798807610828467,0.18706851234297917,0.20447378642019848,39
0.36319432258605955,0.0059135228979530765,0.0018599510192871093,0.0002090860744067965,0.99,4,1000.0,ols,"OrderedDict({'pca__n_components': 0.99, 'poly__degree': 4, 'regressor_switcher__alpha': 1000.0, 'regressor_switcher__model': 'ols'})",-0.3882029388246324,0.6923593163150812,-0.16718548908075048,0.2987467217240519,0.3893434077179255,0.16501220357033514,0.3905654077355351,40
1.0887128829956054,0.07676388350763963,0.009544277191162109,0.002283316892789421,0.9489062760921281,8,0.9523579720919726,lasso,"OrderedDict({'pca__n_components': 0.9489062760921281, 'poly__degree': 8, 'regressor_switcher__alpha': 0.9523579720919726, 'regressor_switcher__model': 'lasso'})",0.24574549245811128,0.34064281787085904,-0.3126416830314842,0.17885278044375996,0.11042544042974245,0.11260496963419771,0.22581226602388602,41
1.0216691493988037,0.04426535099942572,0.008540534973144531,0.001587511612647309,0.9247609509120797,8,12.40987476609082,lasso,"OrderedDict({'pca__n_components': 0.9247609509120797, 'poly__degree': 8, 'regressor_switcher__alpha': 12.40987476609082, 'regressor_switcher__model': 'lasso'})",0.07203282897080421,0.0523389431620056,0.07938966498294964,0.028517503050541015,0.12568903507536278,0.07159359504833265,0.03229111204541568,42
0.43044476509094237,0.01036861906553012,0.0032706260681152344,0.0004458798428771327,0.9,5,738.6408390538371,lasso,"OrderedDict({'pca__n_components': 0.9, 'poly__degree': 5, 'regressor_switcher__alpha': 738.6408390538371, 'regressor_switcher__model': 'lasso'})",-0.042824746466915586,-0.014835191996930952,-0.030033468671899488,-0.03203054089645763,-0.02035998951618745,-0.02801678750967822,0.009714256362830567,43
0.7645699977874756,0.04976445146222796,0.0070762157440185545,0.0013853034959304858,0.9555371422652085,7,0.14260593207393807,lasso,"OrderedDict({'pca__n_components': 0.9555371422652085, 'poly__degree': 7, 'regressor_switcher__alpha': 0.14260593207393807, 'regressor_switcher__model': 'lasso'})",-0.04822079554830094,0.2988738111931265,-1.0692940147890897,0.19976989119674382,-0.0014980366526542443,-0.1240738289200349,0.48948527426928107,44
0.6482450008392334,0.021938153280690414,0.007518291473388672,0.0036287243106147863,0.9003267276529269,7,28.034735706762483,ols,"OrderedDict({'pca__n_components': 0.9003267276529269, 'poly__degree': 7, 'regressor_switcher__alpha': 28.034735706762483, 'regressor_switcher__model': 'ols'})",0.32776929747850536,0.16289362785983152,-1.3793998617234395,0.016080335933847723,0.21440311453084815,-0.13165069718408134,0.6318668795353234,45
0.8645272731781006,0.03489547730367135,0.010802841186523438,0.004552377986178297,0.9369093562967983,7,395.5560151032723,ols,"OrderedDict({'pca__n_components': 0.9369093562967983, 'poly__degree': 7, 'regressor_switcher__alpha': 395.5560151032723, 'regressor_switcher__model': 'ols'})",-0.20356531417523938,0.26886188573763325,-1.3704169982856556,0.19635134480420335,-0.11615769771705442,-0.24498535592722254,0.5905464652640523,46
1.1827250480651856,0.01778699092740382,0.013250637054443359,0.004057365510401518,0.9400349261071037,8,0.004257502888839986,ridge,"OrderedDict({'pca__n_components': 0.9400349261071037, 'poly__degree': 8, 'regressor_switcher__alpha': 0.004257502888839986, 'regressor_switcher__model': 'ridge'})",-0.9975022721922884,0.06725212217903653,-2.699393226128556,0.020623077856187222,-0.4483706677078303,-0.8114781931986903,1.0193365192173849,47
0.9122353076934815,0.030905786642391676,0.006484460830688476,0.0004360996185555812,0.9859930187678936,7,169.78978984143856,ridge,"OrderedDict({'pca__n_components': 0.9859930187678936, 'poly__degree': 7, 'regressor_switcher__alpha': 169.78978984143856, 'regressor_switcher__model': 'ridge'})",-3.5740237683578977,-0.3932302486115553,-3.776750943314833,0.45799446277604894,0.10988150570960908,-1.4352257983597256,1.8501130249194913,48
1.166952657699585,0.2644680734880651,0.010704421997070312,0.0034025390764112146,0.9753649519997956,8,0.06613946221416062,lasso,"OrderedDict({'pca__n_components': 0.9753649519997956, 'poly__degree': 8, 'regressor_switcher__alpha': 0.06613946221416062, 'regressor_switcher__model': 'lasso'})",-3.277194119179108,0.1972681142379934,-4.741373277552124,0.37643777834195635,-0.0010589180135145426,-1.4891840844329594,2.112481805667956,49
1.190431499481201,0.057407155407687496,0.00946669578552246,0.0030961006146322935,0.9660625216187011,8,0.00958612464854809,ols,"OrderedDict({'pca__n_components': 0.9660625216187011, 'poly__degree': 8, 'regressor_switcher__alpha': 0.00958612464854809, 'regressor_switcher__model': 'ols'})",-3.2834010560281355,0.12241123215366267,-6.3572721507896714,0.5082309635480917,-0.11526557542083293,-1.825059317307377,2.639242069626193,50
